@relation pressed_keys-weka.filters.unsupervised.attribute.NumericToNominal-R1

@attribute pressed_key {8,32,44,45,46,59,97,98,99,100,101,102,103,104,105,108,109,110,111,112,113,114,115,116,117,118,120,121,122,231,237,243}
@attribute left_x numeric
@attribute left_y numeric
@attribute right_x numeric
@attribute right_y numeric
@attribute centre_x numeric
@attribute centre_y numeric
@attribute head_angle numeric

@data
97,9,3,17,2,330,214,-1.4
115,15,2,16,1,329,215,-1.87
237,10,2,15,2,312,212,-0.93
32,13,2,?,?,325,216,-0.46
99,9,2,16,1,322,216,-0.92
111,9,2,16,2,321,215,0
110,6,2,18,1,323,218,-0.46
99,7,2,19,2,324,217,-0.47
101,11,2,17,2,328,215,0
98,9,2,14,1,330,217,-0.46
105,10,1,15,1,326,219,-0.46
100,13,2,16,2,330,217,-0.92
111,12,1,14,1,325,216,-1.38
44,9,2,15,1,318,217,0
32,9,2,18,1,318,217,-0.46
101,8,2,17,2,327,214,0
115,14,1,17,2,333,214,0.93
116,9,2,14,2,334,212,0.47
101,9,2,17,2,331,214,0.47
32,9,2,17,2,318,216,0
109,9,2,15,2,321,210,0.47
117,8,3,17,2,319,212,0
110,10,3,?,?,321,216,-0.46
100,8,2,17,1,324,215,0
111,7,2,15,2,321,217,0
32,13,2,16,1,320,214,0.47
101,12,2,17,2,326,213,-0.46
114,9,2,17,2,326,214,0
97,10,2,16,2,334,213,1.41
32,10,2,17,2,324,215,-0.46
101,11,3,18,2,327,213,0
108,9,2,14,2,325,214,0
32,15,2,17,2,323,214,0
100,14,1,17,1,325,215,0.48
101,13,2,16,2,327,215,-0.46
32,12,2,13,2,322,211,0.48
108,7,3,?,?,321,215,1.41
111,9,3,15,1,317,211,0
115,9,2,20,3,322,213,0
32,9,2,16,2,323,215,1.41
109,8,3,16,2,319,217,-0.48
105,8,2,17,2,316,213,-0.47
115,13,2,17,2,323,213,-0.93
116,13,2,15,1,325,212,-0.94
101,13,2,17,2,330,208,-2.4
114,12,2,15,1,328,209,-0.95
105,7,2,15,1,327,213,0
111,8,3,14,1,318,213,-0.46
115,3,3,18,2,325,213,-0.94
32,8,4,20,2,318,214,0.48
121,9,3,19,3,319,211,0.47
32,8,2,16,1,320,211,0
108,8,2,?,?,316,216,-0.46
111,9,3,17,2,314,213,0.48
115,7,2,18,1,316,217,1.42
8,7,2,13,2,310,215,0.94
8,8,2,13,2,310,216,0.93
97,13,2,18,2,317,216,0.48
115,9,2,18,2,323,217,0.47
32,10,3,17,1,310,220,-0.92
108,10,2,17,2,311,216,0
101,7,3,17,2,315,214,-0.93
121,8,2,15,1,318,215,0
101,9,2,17,2,327,215,0.47
110,10,2,17,2,323,216,0.47
100,8,2,18,2,321,215,0
97,11,2,18,1,325,218,0.47
115,17,2,17,2,324,222,1.81
32,11,2,20,2,316,215,0.47
121,10,2,16,2,319,211,0.47
32,11,2,17,2,319,211,0.47
115,14,2,17,1,320,215,0.93
101,10,3,19,3,324,211,0.47
32,8,3,17,2,317,212,0.47
99,9,2,17,2,320,213,0.93
111,10,2,14,1,322,213,1.4
110,10,3,16,2,320,213,0.47
118,8,2,17,2,321,216,0.47
101,9,2,16,1,322,216,0.47
114,8,2,17,2,322,214,0.94
116,10,2,16,2,319,212,0.47
237,8,2,15,2,313,216,1.41
97,8,1,19,2,322,215,1.4
32,8,3,19,2,319,215,0.93
101,10,2,18,2,319,211,0.47
110,8,2,21,3,319,216,1.88
32,10,2,?,?,319,216,1.88
109,8,3,15,1,316,215,0.94
117,8,2,18,2,318,212,1.4
110,8,2,15,2,321,217,2.35
100,10,2,17,2,321,214,1.86
111,8,2,17,1,318,216,1.4
32,9,2,17,1,318,212,1.42
116,10,1,17,2,320,211,0.94
101,14,2,17,1,326,213,1.4
111,9,1,15,1,323,215,2.33
108,12,1,14,1,320,214,1.41
231,7,2,15,2,314,215,1.4
8,9,2,13,2,309,214,0.93
243,10,2,15,2,316,213,1.86
103,10,2,17,2,321,213,2.76
105,9,2,17,2,325,215,0.93
99,9,2,15,2,323,212,2.33
111,9,2,13,1,321,214,0.94
45,9,2,16,2,306,214,0.47
101,10,2,18,2,315,211,0.47
115,11,2,19,2,322,212,0.94
